Class,Method,Inferred Type,Original Type,Source Code,Comments
Sidekiq::Stats::Queues,lengths,() -> XXX,,"def lengths
        Sidekiq.redis do |conn|
          queues = conn.sscan_each(""queues"").to_a

          lengths = conn.pipelined {
            queues.each do |queue|
              conn.llen(""queue:#{queue}"")
            end
          }

          array_of_arrays = queues.zip(lengths).sort_by { |_, size| -size }
          Hash[array_of_arrays]
        end
      end",""
Sidekiq::Stats::History,initialize,"(XXX, ?([ -: (XXX) -> XXX ] and [ downto: (XXX) -> XXX ])) -> self",,"def initialize(days_previous, start_date = nil)
        @days_previous = days_previous
        @start_date = start_date || Time.now.utc.to_date
      end",""
Sidekiq::Stats::History,processed,"() -> Hash<XXX, Number>",,"def processed
        @processed ||= date_stat_hash(""processed"")
      end",""
Sidekiq::Stats::History,failed,"() -> Hash<XXX, Number>",,"def failed
        @failed ||= date_stat_hash(""failed"")
      end",""
Sidekiq::Stats::History,date_stat_hash,"(XXX) -> Hash<XXX, Number>",,"def date_stat_hash(stat)
        stat_hash = {}
        dates = @start_date.downto(@start_date - @days_previous + 1).map { |date|
          date.strftime(""%Y-%m-%d"")
        }

        keys = dates.map { |datestr| ""stat:#{stat}:#{datestr}"" }

        begin
          Sidekiq.redis do |conn|
            conn.mget(keys).each_with_index do |value, idx|
              stat_hash[dates[idx]] = value ? value.to_i : 0
            end
          end
        rescue Redis::CommandError
          # mget will trigger a CROSSSLOT error when run against a Cluster
          # TODO Someone want to add Cluster support?
        end

        stat_hash
      end",""
[s]Sidekiq::Queue,all,() -> XXX,,"def self.all
      Sidekiq.redis { |c| c.sscan_each(""queues"").to_a }.sort.map { |q| Sidekiq::Queue.new(q) }
    end","##
# Return all known queues within Redis.
#
"
Sidekiq::Queue,initialize,(?String) -> self,,"def initialize(name = ""default"")
      @name = name.to_s
      @rname = ""queue:#{name}""
    end",""
Sidekiq::Queue,size,() -> XXX,,"def size
      Sidekiq.redis { |con| con.llen(@rname) }
    end",""
Sidekiq::Queue,paused?,() -> false,,"def paused?
      false
    end","# Sidekiq Pro overrides this
"
Sidekiq::Queue,latency,() -> Number,,"def latency
      entry = Sidekiq.redis { |conn|
        conn.lrange(@rname, -1, -1)
      }.first
      return 0 unless entry
      job = Sidekiq.load_json(entry)
      now = Time.now.to_f
      thence = job[""enqueued_at""] || now
      now - thence
    end","##
# Calculates this queue's latency, the difference in seconds since the oldest
# job in the queue was enqueued.
#
# @return Float
"
Sidekiq::Queue,each,() { (Sidekiq::Job) -> XXX } -> XXX,,"def each
      initial_size = size
      deleted_size = 0
      page = 0
      page_size = 50

      loop do
        range_start = page * page_size - deleted_size
        range_end = range_start + page_size - 1
        entries = Sidekiq.redis { |conn|
          conn.lrange @rname, range_start, range_end
        }
        break if entries.empty?
        page += 1
        entries.each do |entry|
          yield Job.new(entry, @name)
        end
        deleted_size = initial_size - size
      end
    end",""
Sidekiq::Queue,find_job,(Number) -> XXX,,"def find_job(jid)
      detect { |j| j.jid == jid }
    end","##
# Find the job with the given JID within this queue.
#
# This is a slow, inefficient operation.  Do not use under
# normal conditions.  Sidekiq Pro contains a faster version.
"
Sidekiq::Queue,clear,() -> XXX,,"def clear
      Sidekiq.redis do |conn|
        conn.multi do
          conn.del(@rname)
          conn.srem(""queues"", name)
        end
      end
    end",""
Sidekiq::Job,initialize,"(XXX, ?String) -> self",,"def initialize(item, queue_name = nil)
      @args = nil
      @value = item
      @item = item.is_a?(Hash) ? item : parse(item)
      @queue = queue_name || @item[""queue""]
    end",""
Sidekiq::Job,parse,(XXX) -> XXX,,"def parse(item)
      Sidekiq.load_json(item)
    rescue JSON::ParserError
      # If the job payload in Redis is invalid JSON, we'll load
      # the item as an empty hash and store the invalid JSON as
      # the job 'args' for display in the Web UI.
      @invalid = true
      @args = [item]
      {}
    end",""
Sidekiq::Job,klass,() -> nil,,"def klass
      self[""class""]
    end",""
Sidekiq::Job,display_class,() -> nil,,"def display_class
      # Unwrap known wrappers so they show up in a human-friendly manner in the Web UI
      @klass ||= case klass
                 when /\ASidekiq::Extensions::Delayed/
                   safe_load(args[0], klass) do |target, method, _|
                     ""#{target}.#{method}""
                   end
                 when ""ActiveJob::QueueAdapters::SidekiqAdapter::JobWrapper""
                   job_class = @item[""wrapped""] || args[0]
                   if job_class == ""ActionMailer::DeliveryJob"" || job_class == ""ActionMailer::MailDeliveryJob""
                     # MailerClass#mailer_method
                     args[0][""arguments""][0..1].join(""#"")
                   else
                     job_class
                   end
                 else
                   klass
      end
    end",""
Sidekiq::Job,display_args,() -> XXX,,"def display_args
      # Unwrap known wrappers so they show up in a human-friendly manner in the Web UI
      @display_args ||= case klass
                when /\ASidekiq::Extensions::Delayed/
                  safe_load(args[0], args) do |_, _, arg|
                    arg
                  end
                when ""ActiveJob::QueueAdapters::SidekiqAdapter::JobWrapper""
                  job_args = RDL.type_cast(self[""wrapped""] ? args[0][""arguments""] : [], ""Array<String>"")
                  if (self[""wrapped""] || args[0]) == ""ActionMailer::DeliveryJob""
                    # remove MailerClass, mailer_method and 'deliver_now'
                    job_args.drop(3)
                  elsif (self[""wrapped""] || args[0]) == ""ActionMailer::MailDeliveryJob""
                    # remove MailerClass, mailer_method and 'deliver_now'
                    job_args.drop(3).first[""args""]
                  else
                    job_args
                  end
                else
                  if self[""encrypt""]
                    # no point in showing 150+ bytes of random garbage
                    args[-1] = ""[encrypted data]""
                  end
                  args
      end
    end",""
Sidekiq::Job,args,() -> Array<(String or XXX)>,,"def args
      @args || @item[""args""]
    end",""
Sidekiq::Job,jid,() -> Number,,"def jid
      self[""jid""]
    end",""
Sidekiq::Job,enqueued_at,() -> Time,,"def enqueued_at
      self[""enqueued_at""] ? Time.at(self[""enqueued_at""]).utc : nil
    end",""
Sidekiq::Job,created_at,() -> Time,,"def created_at
      Time.at(self[""created_at""] || self[""enqueued_at""] || 0).utc
    end",""
Sidekiq::Job,tags,() -> [],,"def tags
      self[""tags""] || []
    end",""
Sidekiq::Job,error_backtrace,() -> Object,,"def error_backtrace
      # Cache nil values
      if defined?(@error_backtrace)
        @error_backtrace
      else
        value = self[""error_backtrace""]
        @error_backtrace = value && uncompress_backtrace(value)
      end
    end",""
Sidekiq::Job,latency,() -> Number,,"def latency
      now = Time.now.to_f
      now - (@item[""enqueued_at""] || @item[""created_at""] || now)
    end",""
Sidekiq::Job,delete,() -> XXX,,"def delete
      count = Sidekiq.redis { |conn|
        conn.lrem(""queue:#{@queue}"", 1, @value)
      }
      count != 0
    end","##
# Remove this job from the queue.
"
Sidekiq::Job,[],(String) -> nil,,"def [](name)
      # nil will happen if the JSON fails to parse.
      # We don't guarantee Sidekiq will work with bad job JSON but we should
      # make a best effort to minimize the damage.
      @item ? @item[name] : nil
    end",""
Sidekiq::Job,uncompress_backtrace,(String) -> Object,,"def uncompress_backtrace(backtrace)
      if backtrace.is_a?(Array)
        # Handle old jobs with raw Array backtrace format
        backtrace
      else
        decoded = Base64.decode64(backtrace)
        uncompressed = Zlib::Inflate.inflate(decoded)
        begin
          Sidekiq.load_json(uncompressed)
        rescue
          # Handle old jobs with marshalled backtrace format
          # TODO Remove in 7.x
          Marshal.load(uncompressed)
        end
      end
    end",""
Sidekiq::SortedEntry,initialize,"(Sidekiq::JobSet, XXX, ([ []: (String) -> XXX ] and [ is_a?: (Class) -> XXX ])) -> self",,"def initialize(parent, score, item)
      super(item)
      @score = score
      @parent = parent
    end",""
Sidekiq::SortedEntry,at,() -> Time,,"def at
      Time.at(score).utc
    end",""
Sidekiq::SortedEntry,delete,() -> XXX,,"def delete
      if @value
        @parent.delete_by_value(@parent.name, @value)
      else
        @parent.delete_by_jid(score, jid)
      end
    end",""
Sidekiq::SortedEntry,reschedule,([ to_f: () -> XXX ]) -> XXX,,"def reschedule(at)
      Sidekiq.redis do |conn|
        conn.zincrby(@parent.name, at.to_f - @score, Sidekiq.dump_json(@item))
      end
    end",""
Sidekiq::SortedEntry,add_to_queue,() -> XXX,,"def add_to_queue
      remove_job do |message|
        msg = Sidekiq.load_json(message)
        Sidekiq::Client.push(msg)
      end
    end",""
Sidekiq::SortedEntry,retry,() -> XXX,,"def retry
      remove_job do |message|
        msg = Sidekiq.load_json(message)
        msg[""retry_count""] -= 1 if msg[""retry_count""]
        Sidekiq::Client.push(msg)
      end
    end",""
Sidekiq::SortedEntry,kill,() -> XXX,,"def kill
      remove_job do |message|
        DeadSet.new.kill(message)
      end
    end","##
# Place job in the dead set
"
Sidekiq::SortedEntry,error?,() -> (false or true),,"def error?
      !!item[""error_class""]
    end",""
Sidekiq::SortedEntry,remove_job,() { (XXX) -> (nil or true) } -> XXX,,"def remove_job
      Sidekiq.redis do |conn|
        results = conn.multi {
          conn.zrangebyscore(parent.name, score, score)
          conn.zremrangebyscore(parent.name, score, score)
        }.first

        if results.size == 1
          yield results.first
        else
          # multiple jobs with the same score
          # find the one with the right JID and push it
          matched, nonmatched = results.partition { |message|
            if message.index(jid)
              msg = Sidekiq.load_json(message)
              msg[""jid""] == jid
            else
              false
            end
          }

          msg = matched.first
          yield msg if msg

          # push the rest back onto the sorted set
          conn.multi do
            nonmatched.each do |message|
              conn.zadd(parent.name, score.to_f.to_s, message)
            end
          end
        end
      end
    end",""
Sidekiq::SortedSet,initialize,(String) -> self,,"def initialize(name)
      @name = name
      @_size = size
    end",""
Sidekiq::SortedSet,size,() -> XXX,,"def size
      Sidekiq.redis { |c| c.zcard(name) }
    end",""
Sidekiq::SortedSet,clear,() -> XXX,,"def clear
      Sidekiq.redis do |conn|
        conn.del(name)
      end
    end",""
Sidekiq::JobSet,schedule,"([ to_f: () -> XXX ], XXX) -> XXX",,"def schedule(timestamp, message)
      Sidekiq.redis do |conn|
        conn.zadd(name, timestamp.to_f.to_s, Sidekiq.dump_json(message))
      end
    end",""
Sidekiq::JobSet,each,() { (Sidekiq::SortedEntry) -> XXX } -> XXX,,"def each
      initial_size = @_size
      offset_size = 0
      page = -1
      page_size = 50

      loop do
        range_start = page * page_size + offset_size
        range_end = range_start + page_size - 1
        elements = Sidekiq.redis { |conn|
          conn.zrange name, range_start, range_end, with_scores: true
        }
        break if elements.empty?
        page -= 1
        elements.reverse_each do |element, score|
          yield SortedEntry.new(self, score, element)
        end
        offset_size = initial_size - @_size
      end
    end",""
Sidekiq::JobSet,fetch,"((Array or Enumerator::ArithmeticSequence or Range), ?Number) -> XXX",,"def fetch(score, jid = nil)
      begin_score, end_score =
        if score.is_a?(Range)
          [score.first, score.last]
        else
          [score, score]
        end

      elements = Sidekiq.redis { |conn|
        conn.zrangebyscore(name, begin_score, end_score, with_scores: true)
      }

      elements.each_with_object([]) do |element, result|
        data, job_score = element
        entry = SortedEntry.new(self, job_score, data)
        result << entry if jid.nil? || entry.jid == jid
      end
    end","##
# Fetch jobs that match a given time or Range. Job ID is an
# optional second argument.
"
Sidekiq::JobSet,find_job,(Number) -> Sidekiq::SortedEntry,,"def find_job(jid)
      Sidekiq.redis do |conn|
        conn.zscan_each(name, match: ""*#{jid}*"", count: 100) do |entry, score|
          job = JSON.parse(entry)
          matched = job[""jid""] == jid
          return SortedEntry.new(self, score, entry) if matched
        end
      end
      nil
    end","##
# Find the job with the given JID within this sorted set.
# This is a slower O(n) operation.  Do not use for app logic.
"
Sidekiq::JobSet,delete_by_value,"(String, XXX) -> XXX",,"def delete_by_value(name, value)
      Sidekiq.redis do |conn|
        ret = conn.zrem(name, value)
        @_size -= 1 if ret
        ret
      end
    end",""
Sidekiq::ScheduledSet,initialize,() -> self,,"def initialize
      super ""schedule""
    end",""
Sidekiq::RetrySet,initialize,() -> self,,"def initialize
      super ""retry""
    end",""
Sidekiq::DeadSet,initialize,() -> self,,"def initialize
      super ""dead""
    end",""
Sidekiq::DeadSet,kill,"(XXX, ?[ []: (:notify_failure) -> XXX ]) -> true",,"def kill(message, opts = {})
      now = Time.now.to_f
      Sidekiq.redis do |conn|
        conn.multi do
          conn.zadd(name, now.to_s, message)
          conn.zremrangebyscore(name, ""-inf"", now - self.class.timeout)
          conn.zremrangebyrank(name, 0, - self.class.max_jobs)
        end
      end

      if opts[:notify_failure] != false
        job = Sidekiq.load_json(message)
        r = RuntimeError.new(""Job killed by API"")
        r.set_backtrace(caller)
        Sidekiq.death_handlers.each do |handle|
          handle.call(job, r)
        end
      end
      true
    end",""
[s]Sidekiq::DeadSet,max_jobs,() -> XXX,,"def self.max_jobs
      Sidekiq.options[:dead_max_jobs]
    end",""
[s]Sidekiq::DeadSet,timeout,() -> XXX,,"def self.timeout
      Sidekiq.options[:dead_timeout_in_seconds]
    end",""
Sidekiq::ProcessSet,initialize,(?XXX) -> self,,"def initialize(clean_plz = true)
      cleanup if clean_plz
    end",""
Sidekiq::ProcessSet,cleanup,() -> Number,,"def cleanup
      count = 0
      Sidekiq.redis do |conn|
        procs = conn.sscan_each(""processes"").to_a.sort
        heartbeats = conn.pipelined {
          procs.each do |key|
            conn.hget(key, ""info"")
          end
        }

        # the hash named key has an expiry of 60 seconds.
        # if it's not found, that means the process has not reported
        # in to Redis and probably died.
        to_prune = procs.select.with_index { |proc, i|
          heartbeats[i].nil?
        }
        count = conn.srem(""processes"", to_prune) unless to_prune.empty?
      end
      count
    end","# Cleans up dead processes recorded in Redis.
# Returns the number of processes cleaned.
"
Sidekiq::ProcessSet,each,() { (Sidekiq::Process) -> XXX } -> XXX,,"def each
      result = Sidekiq.redis { |conn|
        procs = conn.sscan_each(""processes"").to_a.sort

        # We're making a tradeoff here between consuming more memory instead of
        # making more roundtrips to Redis, but if you have hundreds or thousands of workers,
        # you'll be happier this way
        conn.pipelined do
          procs.each do |key|
            conn.hmget(key, ""info"", ""busy"", ""beat"", ""quiet"")
          end
        end
      }

      result.each do |info, busy, at_s, quiet|
        # If a process is stopped between when we query Redis for `procs` and
        # when we query for `result`, we will have an item in `result` that is
        # composed of `nil` values.
        next if info.nil?

        hash = Sidekiq.load_json(info)
        yield Process.new(hash.merge(""busy"" => busy.to_i, ""beat"" => at_s.to_f, ""quiet"" => quiet))
      end
    end",""
Sidekiq::ProcessSet,size,() -> XXX,,"def size
      Sidekiq.redis { |conn| conn.scard(""processes"") }
    end","# This method is not guaranteed accurate since it does not prune the set
# based on current heartbeat.  #each does that and ensures the set only
# contains Sidekiq processes which have sent a heartbeat within the last
# 60 seconds.
"
Sidekiq::ProcessSet,leader,() -> String,,"def leader
      @leader ||= begin
        x = Sidekiq.redis { |c| c.get(""dear-leader"") }
        # need a non-falsy value so we can memoize
        x ||= """"
        x
      end
    end","# Returns the identity of the current cluster leader or """" if no leader.
# This is a Sidekiq Enterprise feature, will always return """" in Sidekiq
# or Sidekiq Pro.
"
Sidekiq::Process,initialize,([ []: (XXX) -> XXX ]) -> self,,"def initialize(hash)
      @attribs = hash
    end",""
Sidekiq::Process,tag,() -> XXX,,"def tag
      self[""tag""]
    end",""
Sidekiq::Process,labels,() -> XXX,,"def labels
      Array(self[""labels""])
    end",""
Sidekiq::Process,[],(XXX) -> XXX,,"def [](key)
      @attribs[key]
    end",""
Sidekiq::Process,identity,() -> XXX,,"def identity
      self[""identity""]
    end",""
Sidekiq::Process,quiet!,() -> XXX,,"def quiet!
      signal(""TSTP"")
    end",""
Sidekiq::Process,stop!,() -> XXX,,"def stop!
      signal(""TERM"")
    end",""
Sidekiq::Process,dump_threads,() -> XXX,,"def dump_threads
      signal(""TTIN"")
    end",""
Sidekiq::Process,stopping?,() -> (false or true),,"def stopping?
      self[""quiet""] == ""true""
    end",""
Sidekiq::Process,signal,(XXX) -> XXX,,"def signal(sig)
      key = ""#{identity}-signals""
      Sidekiq.redis do |c|
        c.multi do
          c.lpush(key, sig)
          c.expire(key, 60)
        end
      end
    end",""
Sidekiq::Workers,each,"() { (XXX, Number, XXX) -> XXX } -> XXX",,"def each
      Sidekiq.redis do |conn|
        procs = conn.sscan_each(""processes"").to_a
        procs.sort.each do |key|
          valid, workers = conn.pipelined {
            conn.exists(key)
            conn.hgetall(""#{key}:workers"")
          }
          next unless valid
          workers.each_pair do |tid, json|
            hsh = Sidekiq.load_json(json)
            p = hsh[""payload""]
            # avoid breaking API, this is a side effect of the JSON optimization in #4316
            hsh[""payload""] = Sidekiq.load_json(p) if p.is_a?(String)
            yield key, tid, hsh
          end
        end
      end
    end",""
Sidekiq::Workers,size,() -> XXX,,"def size
      Sidekiq.redis do |conn|
        procs = conn.sscan_each(""processes"").to_a
        if procs.empty?
          0
        else
          conn.pipelined {
            procs.each do |key|
              conn.hget(key, ""busy"")
            end
          }.sum(&:to_i)
        end
      end
    end","# Note that #size is only as accurate as Sidekiq's heartbeat,
# which happens every 5 seconds.  It is NOT real-time.
#
# Not very efficient if you have lots of Sidekiq
# processes but the alternative is a global counter
# which can easily get out of sync with crashy processes.
"
Sidekiq::CLI,parse,"(?XXX) -> [:concurrency, :timeout]",,"def parse(args = ARGV)
      setup_options(args)
      initialize_logger
      validate!
    end",""
Sidekiq::CLI,jruby?,() -> String,,"def jruby?
      defined?(::JRUBY_VERSION)
    end",""
Sidekiq::CLI,launch,(IO) -> XXX,,"def launch(self_read)
      if environment == ""development"" && $stdout.tty?
        logger.info ""Starting processing, hit Ctrl-C to stop""
      end

      @launcher = Sidekiq::Launcher.new(options)

      begin
        launcher.run

        while (readable_io = IO.select([self_read]))
          signal = readable_io.first[0].gets.strip
          handle_signal(signal)
        end
      rescue Interrupt
        logger.info ""Shutting down""
        launcher.stop
        logger.info ""Bye!""

        # Explicitly exit so busy Processor threads won't block process shutdown.
        #
        # NB: slow at_exit handlers will prevent a timely exit if they take
        # a while to run. If Sidekiq is getting here but the process isn't exiting,
        # use the TTIN signal to determine where things are stuck.
        exit(0)
      end
    end",""
[s]Sidekiq::CLI,w,() -> String,,"def self.w
      ""\e[37m""
    end",""
[s]Sidekiq::CLI,r,() -> String,,"def self.r
      ""\e[31m""
    end",""
[s]Sidekiq::CLI,b,() -> String,,"def self.b
      ""\e[30m""
    end",""
[s]Sidekiq::CLI,reset,() -> String,,"def self.reset
      ""\e[0m""
    end",""
[s]Sidekiq::CLI,banner,() -> String,,"def self.banner
      %{
      #{w}         m,
      #{w}         `$b
      #{w}    .ss,  $$:         .,d$
      #{w}    `$$P,d$P'    .,md$P""'
      #{w}     ,$$$$$b#{b}/#{w}md$$$P^'
      #{w}   .d$$$$$$#{b}/#{w}$$$P'
      #{w}   $$^' `""#{b}/#{w}$$$'       #{r}____  _     _      _    _
      #{w}   $:     ,$$:      #{r} / ___|(_) __| | ___| | _(_) __ _
      #{w}   `b     :$$       #{r} \\___ \\| |/ _` |/ _ \\ |/ / |/ _` |
      #{w}          $$:        #{r} ___) | | (_| |  __/   <| | (_| |
      #{w}          $$         #{r}|____/|_|\\__,_|\\___|_|\\_\\_|\\__, |
      #{w}        .d$$          #{r}                             |_|
      #{reset}}
    end",""
Sidekiq::CLI,handle_signal,(XXX) -> XXX,,"def handle_signal(sig)
      Sidekiq.logger.debug ""Got #{sig} signal""
      SIGNAL_HANDLERS[sig].call(self)
    end",""
Sidekiq::CLI,print_banner,() -> nil,,"def print_banner
      puts ""\e[31m""
      puts Sidekiq::CLI.banner
      puts ""\e[0m""
    end",""
Sidekiq::CLI,set_environment,((Number or String or [String] or true)) -> (Number or String or [String] or true),,"def set_environment(cli_env)
      @environment = cli_env || ENV[""RAILS_ENV""] || ENV[""RACK_ENV""] || ""development""
    end",""
Sidekiq::CLI,symbolize_keys_deep!,"(([ []: ((XXX or XXX)) -> XXX ] and [ []=: ((XXX or XXX), XXX) -> XXX ] and [ delete: (XXX) -> XXX ] and [ keys: () -> XXX ])) -> XXX",,"def symbolize_keys_deep!(hash)
      hash.keys.each do |k|
        symkey = k.respond_to?(:to_sym) ? k.to_sym : k
        hash[symkey] = hash.delete k
        symbolize_keys_deep! hash[symkey] if hash[symkey].is_a? Hash
      end
    end",""
Sidekiq::CLI,setup_options,(XXX) -> XXX,,"def setup_options(args)
      # parse CLI options
      opts = parse_options(args)

      set_environment opts[:environment]

      # check config file presence
      if opts[:config_file]
        unless File.exist?(opts[:config_file])
          raise ArgumentError, ""No such file #{opts[:config_file]}""
        end
      else
        config_dir = if File.directory?(opts[:require].to_s)
          File.join(opts[:require], ""config"")
        else
          File.join(options[:require], ""config"")
        end

        %w[sidekiq.yml sidekiq.yml.erb].each do |config_file|
          path = File.join(config_dir, config_file)
          opts[:config_file] ||= path if File.exist?(path)
        end
      end

      # parse config file options
      opts = parse_config(opts[:config_file]).merge(opts) if opts[:config_file]

      # set defaults
      opts[:queues] = [""default""] if opts[:queues].nil? || opts[:queues].empty?
      opts[:strict] = true if opts[:strict].nil?
      opts[:concurrency] = Integer(ENV[""RAILS_MAX_THREADS""]) if opts[:concurrency].nil? && ENV[""RAILS_MAX_THREADS""]

      # merge with defaults
      options.merge!(opts)
    end",""
Sidekiq::CLI,options,() -> XXX,,"def options
      Sidekiq.options
    end",""
Sidekiq::CLI,validate!,"() -> [:concurrency, :timeout]",,"def validate!
      if !File.exist?(options[:require]) ||
          (File.directory?(options[:require]) && !File.exist?(""#{options[:require]}/config/application.rb""))
        logger.info ""==================================================================""
        logger.info ""  Please point Sidekiq to a Rails application or a Ruby file  ""
        logger.info ""  to load your worker classes with -r [DIR|FILE].""
        logger.info ""==================================================================""
        logger.info @parser
        die(1)
      end

      [:concurrency, :timeout].each do |opt|
        raise ArgumentError, ""#{opt}: #{options[opt]} is not a valid value"" if options.key?(opt) && options[opt].to_i <= 0
      end
    end",""
Sidekiq::CLI,parse_options,"(XXX) -> { config_file: (String or XXX), queues: ([String] or []), strict: (false or true), concurrency: Number, environment: XXX, tag: XXX, require: XXX, timeout: Number, verbose: XXX }",,"def parse_options(argv)
      opts = {}
      @parser = option_parser(opts)
      @parser.parse!(argv)
      opts
    end",""
Sidekiq::CLI,option_parser,"(([ []: (:queues) -> XXX ] and [ []=: (:concurrency, Number) -> XXX ] and [ []=: (:config_file, XXX) -> XXX ] and [ []=: (:environment, XXX) -> XXX ] and [ []=: (:queues, []) -> XXX ] and [ []=: (:require, XXX) -> XXX ] and [ []=: (:strict, false) -> XXX ] and [ []=: (:tag, XXX) -> XXX ] and [ []=: (:timeout, Number) -> XXX ] and [ []=: (:verbose, XXX) -> XXX ])) -> OptionParser",,"def option_parser(opts)
      parser = OptionParser.new { |o|
        o.on ""-c"", ""--concurrency INT"", ""processor threads to use"" do |arg|
          opts[:concurrency] = Integer(arg)
        end

        o.on ""-d"", ""--daemon"", ""Daemonize process"" do |arg|
          puts ""ERROR: Daemonization mode was removed in Sidekiq 6.0, please use a proper process supervisor to start and manage your services""
        end

        o.on ""-e"", ""--environment ENV"", ""Application environment"" do |arg|
          opts[:environment] = arg
        end

        o.on ""-g"", ""--tag TAG"", ""Process tag for procline"" do |arg|
          opts[:tag] = arg
        end

        o.on ""-q"", ""--queue QUEUE[,WEIGHT]"", ""Queues to process with optional weights"" do |arg|
          queue, weight = arg.split("","")
          parse_queue opts, queue, weight
        end

        o.on ""-r"", ""--require [PATH|DIR]"", ""Location of Rails application with workers or file to require"" do |arg|
          opts[:require] = arg
        end

        o.on ""-t"", ""--timeout NUM"", ""Shutdown timeout"" do |arg|
          opts[:timeout] = Integer(arg)
        end

        o.on ""-v"", ""--verbose"", ""Print more verbose output"" do |arg|
          opts[:verbose] = arg
        end

        o.on ""-C"", ""--config PATH"", ""path to YAML config file"" do |arg|
          opts[:config_file] = arg
        end

        o.on ""-L"", ""--logfile PATH"", ""path to writable logfile"" do |arg|
          puts ""ERROR: Logfile redirection was removed in Sidekiq 6.0, Sidekiq will only log to STDOUT""
        end

        o.on ""-P"", ""--pidfile PATH"", ""path to pidfile"" do |arg|
          puts ""ERROR: PID file creation was removed in Sidekiq 6.0, please use a proper process supervisor to start and manage your services""
        end

        o.on ""-V"", ""--version"", ""Print version and exit"" do |arg|
          puts ""Sidekiq #{Sidekiq::VERSION}""
          die(0)
        end
      }

      parser.banner = ""sidekiq [options]""
      parser.on_tail ""-h"", ""--help"", ""Show help"" do
        logger.info parser
        die 1
      end

      parser
    end",""
Sidekiq::CLI,initialize_logger,() -> nil,,"def initialize_logger
      Sidekiq.logger.level = ::Logger::DEBUG if options[:verbose]
    end",""
Sidekiq::CLI,parse_queue,"(([ []: (:queues) -> XXX ] and [ []=: (:queues, []) -> XXX ] and [ []=: (:strict, false) -> XXX ]), XXX, ?[ to_i: () -> Number ]) -> (false or nil)",,"def parse_queue(opts, queue, weight = nil)
      opts[:queues] ||= []
      raise ArgumentError, ""queues: #{queue} cannot be defined twice"" if opts[:queues].include?(queue)
      [weight.to_i, 1].max.times { opts[:queues] << queue }
      opts[:strict] = false if weight.to_i > 0
    end",""
